"ResponseID","year2wt","PrgSrvc_IncrNum","PrgSrvc_DcrsNum","PrgSrvc_Suspend","PrgSrvc_IncrSrvc","PrgSrvc_DcrsSrvc","PrgSrvc_NewOffc","PrgSrvc_ClsdOffc","PrgSrvc_IncrArea","PrgSrvc_DcrsArea","PrgSrvc_IncrFee","PrgSrvc_DcrsFee","PrgSrvc_ShiftOnline","PrgSrvc_AddOnline","PrgSrvc_Oth","PplSrv_NumServed","PplSrv_NumWait","PplSrv_NumServed_NA_X","PplSrv_NumWait_NA_X","Dmnd_NxtYear","Staff_Fulltime_2021","Staff_Parttime_2021","Staff_Boardmmbr_2021","Staff_RegVlntr_2021","Staff_EpsdVltnr_2021","Staff_AmerVlntr_2021","Staff_PdCnslt_2021","Staff_Other_Est_2021","Staff_Fulltime_2022","Staff_Parttime_2022","Staff_Boardmmbr_2022","Staff_RegVlntr_2022","Staff_EpsdVltnr_2022","Staff_AmerVlntr_2022","Staff_PdCnslt_2022","Staff_Other_Est_2022","Staff_Fulltime_NA","Staff_Parttime_NA","Staff_Boardmmbr_NA","Staff_RegVlntr_NA","Staff_EpsdVltnr_NA","Staff_AmerVlntr_NA","Staff_PdCnslt_NA","Staff_Other_Text_NA","VolImportance","DonImportance","FndRaise_DvlpVirtual","FndRaise_IncrExp","FndRaise_DcrsExp","FndRaise_IncStaff","FndRaise_DcrsStaff","FndRaise_IncrCnslt","FndRaise_DcrsCnslt","FndRaise_IncrVolntr","FndRaise_DcrsVolntr","FndRaise_Othr","FndRaise_MajGift_Amt","FndRaise_Overall_Chng","FndRaise_Cashbelow250_Chng","FndRaise_Cashabove250_Chng","FndRaise_MajGift_Chng","FndRaise_Corp.Found_Grnt_Chng","FndRaise_RstrGift_Chng","FndRaise_UnrstrGift_Chng","FndRaise_DnrBlw250","FndRaise_DnrAbv250","FndRaise_LocGvtGrnt_Seek","FndRaise_StateGvtGrnt_Seek","FndRaise_FedGvtGrnt_Seek","FndRaise_LocGvtCntrct_Seek","FndRaise_StateGvtCntrct_Seek","FndRaise_FedGvtCntrct_Seek","FndRaise_PFGrnt_Seek","FndRaise_CFGrnt_Seek","FndRaise_DAF_Seek","FndRaise_Corp.Found_Grnt_Seek","FndRaise_UntdWy_Seek","FndRaise_CombFedCmpgn_Seek","FndRaise_OthrGvngPrgrm_Seek","FndRaise_LocGvtGrnt_Rcv","FndRaise_StateGvtGrnt_Rcv","FndRaise_FedGvtGrnt_Rcv","FndRaise_LocGvtCntrct_Rcv","FndRaise_StateGvtCntrct_Rcv","FndRaise_FedGvtCntrct_Rcv","FndRaise_PFGrnt_Rcv","FndRaise_CFGrnt_Rcv","FndRaise_DAF_Rcv","FndRaise_Corp.Found_Grnt_Rcv","FndRaise_UntdWy_Rcv","FndRaise_CombFedCmpgn_Rcv","FndRaise_OthrGvngPrgrm_Rcv","Finance_Rev_GovtMain","Finance_Rev_Prtcpnt","Finance_Rev_Govt3rdParty","Finance_Rev_IndvDon","Finance_Rev_Gift","Finance_Rev_Grnt","Finance_Rev_Spnsr","Finance_Rev_Oth","Reserves_Est","Reserves_NA_X","CARES_Rcv","CARES_Rcv_Est","FinanceChng_Reserves","FinanceChng_Borrow","FinanceChng_DcrsBnft","FinanceChng_IncrBnft","FinanceChng_IncrExp","FinanceChng_DcrsExp","FinanceChng_Oth","LeadershipChng_RetCEO","LeadershipChng_RsgnCEO","LeadershipChng_TrmnCEO","LeadershipChng_HireCEO","LeadershipChng_IntrmCEO","LeadershipChng_ChngBC","LeadershipChng_LostBoardMem","LeadershipChng_RplcBoardMem","LeadershipChng_AddBoardMem","LeadershipChng_Oth","CEOrace_AAPI","CEOrace_Black","CEOrace_Hisp","CEOrace_NativeAm","CEOrace_White","CEOrace_Oth","CEOgender_Man","CEOgender_Woman","CEOgender_Trans","CEOgender_NB","CEOgender_Oth","CEOgender_specify","BChairrace_AAPI","BChairrace_Black","BChairrace_Hisp","BChairrace_NativeAm","BChairrace_White","BChairrace_Oth","BChairgender_Man","BChairgender_Woman","BChairgender_Trans","BChairgender_NB","BChairgender_Oth","BChairgender_specify","ExtAffairs_GenEd","ExtAffairs_Media","ExtAffairs_Advocacy","ExtAffairs_GovtRs","ExtAffairs_DiscGovtGrnt","ExtAffairs_InfoReq","ExtAffairs_Testify","ExtAffairs_Lobby","ExtAffairs_OrgPrtst","ExtAffairs_Mobilize","ExtAffairs_Petition","ExtAffairs_VoteReg","ExtAffairs_VoteEd","CEOrace","CEOrace_Bi","BChairrace","BChairrace_Bi","CEOgender","BChairgender"
"R_1Y2o3W9hmx1D1w5",1.09,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No",3000,,"No","Yes","Unchanged",29,,68,11,198,0,1,,29,,62,9,205,0,1,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",940,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",500,210,"No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No",0,0,0,718566,0,838924,92738,2009115,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_1F8S9zoHyr3nk9h",1.19,"No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No",1200,,"No","Yes","Increase",13,,12,105,10,2,2,,14,,17,162,39,1,2,,"No","No","No","No","No","No","No","No","Very Important","Very Important","Yes","Yes","No","No","No","Yes","No","Yes","No","",513,"","","","","","","",0,0,"Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No",0,0,0,0,0,0,0,0,,"No","Yes",,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Frequently","Occasionally","Occasionally","Occasionally","Rarely","Rarely","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_ROf2zYXcWDnoic1",0.74,"No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","",200,200,"No","No","Increase",4,8,17,,10,,,,4,9,22,,32,,,,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","Yes","No","Yes","No","No","No","No","No","No","",4873,"Unchanged","Decrease Moderately","Increase Moderately","Increase Moderately","Increase Significantly","Increase Significantly","Unchanged",189,111,"Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No",111479,188912,0,34909,0,181895,9971,0,482720,"No","Yes",382493,"No","Yes","No","No","No","Yes","","No","No","No","No","No","No","Yes","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Occasionally","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1KpDEo5Okr4mduj",1.09,"Yes","Yes","Yes","No","No","No","No","No","No","","","","","No",,,"Yes","Yes","Increase",16,1,3,51,5,,4,,14,0,4,50,5,,5,,"No","No","No","No","No","Yes","No","Yes","Very Important","Essential","Yes","Yes","No","No","No","No","No","No","No","",891,"Increase Significantly","Unchanged","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly",595,39,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",0,0,0,1619697,388362,102122,0,0,1051217,"No","Yes",193244,"No","No","No","No","No","No","","No","No","No","No","No","No","Yes","No","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Most of the time","Never","Most of the time","Rarely","Never","Never","Rarely","Rarely","Frequently","Frequently","Rarely","Never","Never","","No","","No","",""
"R_2VOUtqHIVrYWwDL",0.85,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No",1700,0,"No","No","Unchanged",1,25,7,0,2,0,1,,1,27,7,0,0,0,1,,"No","No","No","No","No","No","No","No","Not Used","Essential","No","Yes","No","No","No","Yes","No","No","No","",5058,"Increase Moderately","Unchanged","Unchanged","Increase Moderately","Increase Moderately","Not Applicable","Not Applicable",21,11,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"No","Yes",,"","","","","","","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Occasionally","Occasionally","Occasionally","Occasionally","Rarely","Never","Never","Never","Never","Frequently","Frequently","Never","White","No","White","No","Woman","Woman"
"R_1dy5r5rAV1Wftmz",0.84,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",5000,,"No","Yes","Increase",0,,9,21,16,,,,,,8,20,16,,,,"Yes","Yes","No","No","No","Yes","Yes","Yes","Very Important","Essential","No","Yes","No","No","No","No","No","Yes","No","",936,"Increase Moderately","Unchanged","Unchanged","Unchanged","Unchanged","Decrease Significantly","Unchanged",21,5,"No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,1414,0,0,2328,0,10614,"No","No",,"Yes","No","No","No","No","Yes","","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Occasionally","Never","Occasionally","Rarely","Rarely","Never","Rarely","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_24MIiYwOJELoVxH",0.98,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No",2782,250,"No","Yes","Increase",40,3,19,,,,2,,40,2,21,,,,2,,"No","No","No","Yes","Yes","Yes","No","Yes","Not Used","Very Important","No","No","No","No","No","No","No","No","No","",10121,"Increase Moderately","Decrease Moderately","Increase Moderately","Unchanged","Decrease Moderately","Unchanged","Increase Moderately",199,153,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No",1432513,0,0,1324644,0,101598,0,0,1514789,"Yes","Yes",596682,"Yes","No","No","No","No","No","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Rarely","Rarely","Occasionally","Occasionally","Rarely","Frequently","Never","Never","Never","Never","Rarely","Rarely","Never","White","No","White","No","Woman","Woman"
"R_21vMd6496YC6vaU",0.81,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","",10600,0,"No","No","Increase",5,12,11,50,21,0,0,,5,16,13,40,18,0,0,,"No","No","No","No","No","No","No","Yes","Very Important","Very Important","No","No","Yes","No","No","No","","No","Yes","",1014,"Unchanged","Unchanged","Unchanged","Unchanged","Increase Significantly","Increase Moderately","Unchanged",305,104,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",227178,0,0,103023,0,104429,0,0,266885,"No","Yes",162092,"No","No","No","No","No","Yes","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Frequently","Occasionally","Never","Rarely","Never","Occasionally","Never","Never","Rarely","Rarely","Occasionally","White","No","White","No","Woman","Woman"
"R_28FzFvNrDgLXiyW",0.98,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes",16864,0,"No","No","Increase",0,0,25,362,25,0,5,,0,0,26,316,25,0,5,,"No","No","No","No","No","No","No","No","Essential","Essential","No","No","No","No","No","No","No","No","No","",4864,"Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Unchanged","Unchanged","Unchanged",435,462,"Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No",0,0,0,675792,1049421,1206,37233,0,1254079,"No","Yes",1264473,"No","No","","","Yes","No","","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Never","Never","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_SN4FES4wf1x20EN",0.98,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",45000,100,"No","No","Unchanged",55,6,16,569,,,,,57,7,15,649,,,,,"No","No","No","No","Yes","Yes","Yes","Yes","Very Important","Very Important","No","Yes","No","No","No","Yes","No","No","No","",5299,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Not Applicable","Unchanged",968,615,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No",3249521,0,0,1878112,24525377,100533,97170,0,1107383,"No","Yes",1061091,"No","No","No","Yes","Yes","No","","No","No","No","No","No","","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1Hnr1rm8lhXEuCZ",1.45,"Yes","No","No","Yes","No","Yes","No","No","No","","","Yes","Yes","No",450,,"No","Yes","Increase",12,1,6,5,40,,,,13,1,6,5,45,,,,"No","No","No","No","No","Yes","Yes","Yes","Somewhat Important","Essential","Yes","No","Yes","No","No","No","No","Yes","No","",242,"Unchanged","Decrease Moderately","Unchanged","Increase Moderately","Decrease Significantly","Unchanged","Increase Moderately",265,58,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No",708366,0,0,28273,51300,0,0,0,,"Yes","Yes",117726,"","Yes","No","Yes","Yes","","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Rarely","Frequently","Occasionally","Occasionally","Rarely","Rarely","Frequently","Never","Never","Most of the time","Never","Never","White","No","White","No","Woman","Woman"
"R_3nOaZn2AHpenyIa",1.77,"Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","","No",500,50,"No","No","Increase",3,3,11,16,5,,,,3,4,11,20,5,,,,"No","No","No","No","No","Yes","Yes","No","Essential","Essential","","Yes","No","No","No","No","","No","No","",463,"Decrease Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Not Applicable","Unchanged",1477,74,"No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_1o0Fryk1uPUaQ1r",0.98,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes",569,80,"No","No","Unchanged",7,2,14,5,50,0,0,,9,1,15,7,285,1,0,,"No","No","No","No","No","No","No","No","Very Important","Not Very Important","Yes","No","No","No","No","No","No","No","No","",1064,"Decrease Moderately","Unchanged","Increase Moderately","Increase Significantly","Decrease Significantly","Decrease Significantly","Unchanged",566,89,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",323035,0,46335,216932,52180,547166,457078,152065,401879,"No","Yes",186303,"No","No","No","No","No","Yes","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Rarely","Never","Never","Frequently","Frequently","Occasionally","Rarely","Never","Never","Never","Never","Never","Never","","No","","No","",""
"R_1mrXj1OhWQy975O",0.66,"Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No",298,15,"No","No","Increase",3,2,15,73,25,0,0,,3,2,14,83,35,0,0,,"No","No","No","No","No","No","No","Yes","Essential","Very Important","Yes","No","Yes","No","No","No","","Yes","No","",2019,"Increase Moderately","Increase Moderately","Unchanged","Unchanged","Unchanged","Increase Moderately","Increase Moderately",253,93,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",93781,8260,0,84204,0,14034,24445,0,158827,"No","Yes",10490,"No","No","","No","Yes","","","No","No","No","No","No","No","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Occasionally","Occasionally","Frequently","Frequently","Never","Never","Rarely","Rarely","Rarely","Occasionally","Rarely","White","No","White","No","Woman","Woman"
"R_3iU95Axrczux1xZ",1.05,"Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No",,,"Yes","Yes","Increase",3,1,23,27,16,,0,,5,1,24,44,15,,0,,"No","No","No","No","No","Yes","No","No","Very Important","Not Very Important","No","No","No","No","No","No","No","Yes","No","",1078,"Unchanged","Unchanged","Decrease Moderately","Decrease Moderately","Increase Moderately","Unchanged","Unchanged",49,10,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No",191106,273720,0,8118,108556,19082,100324,0,541653,"No","Yes",152967,"No","No","No","Yes","No","Yes","","No","No","No","No","No","Yes","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Rarely","Occasionally","Most of the time","Frequently","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_12bayEqtU5O1glU",0.94,"No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes",18000,0,"No","No","Unchanged",1,0,8,1178,118,0,0,,1,0,8,1159,144,0,0,,"No","No","No","No","No","No","No","Yes","Essential","Very Important","No","No","No","No","No","No","No","No","No","",263,"Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Unchanged","Increase Significantly","Increase Moderately",988,79,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",141962,0,0,2069,1037,71736,22770,76598,594179,"No","No",,"No","No","","","Yes","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Frequently","Never","Never","Never","Occasionally","Never","Never","White","No","White","No","Woman","Woman"
"R_1I4pvb6fK7OZynb",1.05,"Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No",1000,,"No","Yes","Increase",6,0,18,0,1,0,0,1,7,0,18,0,1,0,0,1,"No","No","No","No","No","No","No","No","Not Very Important","Not Used","","","","","","","","","","",,"","","","","","","",,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",643625,17885,0,0,0,0,16057,0,473371,"No","Yes",36818,"No","No","No","Yes","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Occasionally","Frequently","Frequently","Frequently","Occasionally","Rarely","Occasionally","Never","Never","Occasionally","Never","Never","White","No","White","No","Woman","Woman"
"R_VJPFo7DFzbaAMi5",1.08,"Yes","No","Yes","Yes","No","No","No","No","No","","","Yes","Yes","Yes",,,"Yes","Yes","Increase",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Essential","Essential","Yes","No","","No","No","No","","","","",52,"","","Unsure","Unchanged","Increase Significantly","Unchanged","Unchanged",26,4,"No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",0,0,0,0,0,0,0,0,,"Yes","Yes",2892,"No","No","","","No","","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Most of the time","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3iR6Dsb4h1SOIfH",1.77,"No","Yes","Yes","No","Yes","No","No","No","No","","","No","No","Yes",48,12,"No","No","Decrease",9,0,5,2,8,,,,4,0,5,0,2,,,,"No","No","No","No","No","Yes","Yes","No","Somewhat Important","Very Important","No","No","Yes","No","No","No","","No","Yes","",959,"Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Significantly","Not Applicable","Not Applicable","Decrease Significantly",56,11,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No",843720,0,0,46949,0,0,0,0,105032,"No","Yes",14310,"Yes","","No","No","No","Yes","","No","No","No","No","No","Yes","Yes","Yes","","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","Yes","No","No","No","No","No","Yes","No","No","No","","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Never","Rarely","Never","Never","White","No","Black","No","Woman","Woman"
"R_1H7rLdogYbLFVLg",1.15,"Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes",3000,,"No","Yes","Increase",2,1,7,4,5,0,4,,3,3,7,8,5,0,4,,"No","No","No","No","No","Yes","No","No","Very Important","Essential","No","No","Yes","Yes","No","No","Yes","No","No","",251,"Decrease Moderately","Decrease Significantly","Decrease Significantly","Decrease Significantly","Unchanged","Decrease Moderately","Decrease Significantly",9,5,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No",231748,11282,0,7119,23836,5098,0,0,214042,"Yes","Yes",327748,"Yes","Yes","Yes","No","Yes","No","","Yes","No","No","No","Yes","No","No","Yes","Yes","","No","Yes","No","No","No","No","No","Yes","No","No","No",,"","","","","","","","","","","","","Occasionally","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","Black","No","","No","Woman",""
"R_1kH3pvmPL3BimcC",0.73,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","",20000,,"No","Yes","Unchanged",4,9,14,3,18,,,,4,10,14,5,38,,,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","","","No","No","No","No","No","No","",98,"Increase Moderately","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",75,19,"No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No",59554,21952,0,59527,0,35084,15990,179012,227286,"No","Yes",52461,"No","No","No","No","No","Yes","","No","No","No","No","No","Yes","Yes","Yes","No","","","","","","","","","","","","",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Occasionally","Frequently","Frequently","Frequently","Frequently","Frequently","Never","Never","Never","Never","Occasionally","Rarely","Never","","No","White","No","","Man"
"R_2Qxlm7s4TJ9dbWz",0.73,"No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No",2877,,"No","Yes","Increase",1,85,15,0,42,,,,1,92,20,0,38,,,,"No","No","No","No","No","Yes","Yes","No","Somewhat Important","Very Important","Yes","No","No","No","No","No","No","No","No","",1062,"Unchanged","Unchanged","Unchanged","Increase Moderately","Increase Moderately","Not Applicable","Unchanged",74,4,"No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No",205131,50631,0,11122,0,45666,18079,0,,"Yes","Yes",85314,"","No","","","No","No","","No","No","No","No","No","Yes","No","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Never","Never","Never","Rarely","Never","Occasionally","Never","Rarely","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_3oTrc9oskII0tSg",0.94,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No",605,0,"No","No","Increase",2,0,6,22,0,0,0,,2,0,6,29,0,0,0,,"No","No","No","No","No","No","No","No","Essential","Essential","No","No","No","No","No","No","No","No","No","No",510,"Decrease Significantly","Decrease Moderately","Decrease Significantly","Decrease Moderately","Unchanged","Unchanged","Unchanged",3,5,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No",129671,0,0,1425,2841,35923,0,0,50899,"No","Yes",24756,"No","No","No","No","No","Yes","","No","No","No","No","No","No","No","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Rarely","Rarely","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
